Individual,Sex,Year,Locality,BCI
k430,Male,2013,Konjsko,5.086666667
k203,Female,2013,Konjsko,9.907488987
k399,Female,2013,Konjsko,9.155555556
k414,Female,2013,Konjsko,10.42457091
k436,Female,2013,Konjsko,10.42163153
k400,Female,2013,Konjsko,8.788018433
k413,Female,2013,Konjsko,9
k424,Female,2013,Konjsko,9.463869464
k420,Female,2013,Konjsko,9.332399627
k401,Female,2013,Konjsko,10.10280374
k434,Female,2013,Konjsko,8.453271028
k386,Female,2013,Konjsko,8.497164461
k408,Female,2013,Konjsko,8.794258373
k3,Female,2013,Konjsko,7.961352657
k431,Female,2013,Konjsko,9.082125604
k248,Female,2013,Konjsko,8.812409113
k172,Female,2013,Konjsko,8.780487805
k395,Female,2013,Konjsko,8.103870652
k118,Female,2013,Konjsko,8.915071183
k112,Female,2013,Konjsko,8.837438424
k437,Female,2013,Konjsko,8.999507146
k429,Female,2013,Konjsko,8.089108911
k406,Female,2013,Konjsko,7.868120972
k198,Female,2013,Konjsko,8.045
k432,Female,2013,Konjsko,8.663316583
k435,Female,2013,Konjsko,8.422110553
k419,Female,2013,Konjsko,7.884221311
k407,Female,2013,Konjsko,8.536209553
k374,Female,2013,Konjsko,8.229541945
k417,Female,2013,Konjsko,7.772020725
k409,Female,2013,Konjsko,8.115264798
k398,Female,2013,Konjsko,7.785340314
k331,Female,2013,Konjsko,7.199159222
k253,Female,2013,Konjsko,6.254701773
k403,Female,2013,Konjsko,6.833802817
k410,Female,2013,Konjsko,6.8101983
k411,Female,2013,Konjsko,7.458019687
k442,Male,2014,Konjsko,7.488817891
k11,Male,2014,Konjsko,5.97643278
k405,Male,2014,Konjsko,7.389394751
k447,Male,2014,Konjsko,6.521362899
k440,Male,2014,Konjsko,7.348887683
k441,Male,2014,Konjsko,6.391717963
k443,Male,2014,Konjsko,7.560400707
k427,Male,2014,Konjsko,5.501770956
k362,Male,2014,Konjsko,5.46820109
k438,Female,2014,Konjsko,10.03147482
k408,Female,2014,Konjsko,8.743003731
k326,Female,2014,Konjsko,8.557251908
k449,Female,2014,Konjsko,8.06779661
k409,Female,2014,Konjsko,7.864665613
k444,Female,2014,Konjsko,7.209549072
k445,Female,2014,Konjsko,7.600896861
k448,Female,2014,Konjsko,6.455580866
k380,Male,2015,Konjsko,7.66384778
k440,Male,2015,Konjsko,7.356382979
k383,Male,2015,Konjsko,6.544474394
k450,Male,2015,Konjsko,6.914316703
k456,Male,2015,Konjsko,5.788571429
k394,Male,2015,Konjsko,6.379310345
k385,Male,2015,Konjsko,5.77034045
k393,Male,2015,Konjsko,5.611594203
k453,Male,2015,Konjsko,6.11957796
k451,Male,2015,Konjsko,5.708333333
k375,Male,2015,Konjsko,6.001202646
k404,Male,2015,Konjsko,5.290322581
k463,Female,2015,Konjsko,8.524038462
k454,Female,2015,Konjsko,8.68627451
k419,Female,2015,Konjsko,7.665677547
k455,Female,2015,Konjsko,8.659742829
k459,Female,2015,Konjsko,7.562313061
k163,Female,2015,Konjsko,7.43718593
k381,Female,2015,Konjsko,7.386934673
k387,Female,2015,Konjsko,7.825413223
k461,Female,2015,Konjsko,7.064755839
k402,Female,2015,Konjsko,6.053811659
k411,Female,2015,Konjsko,6.9375
k377,Female,2015,Konjsko,6.100591716
k460,Female,2015,Konjsko,6.031457955
k426,Female,2015,Konjsko,5.933503836
k457,Female,2015,Konjsko,5.153333333
k400,Male,2016,Konjsko,8.767123288
k681,Male,2016,Konjsko,8.5
k400,Male,2016,Konjsko,9.168269231
k361,Male,2016,Konjsko,7.792079208
k159,Male,2016,Konjsko,6.477690289
k380,Male,2016,Konjsko,7.677248677
k91,Male,2016,Konjsko,7.696808511
k440,Male,2016,Konjsko,7.161290323
k447,Male,2016,Konjsko,6.543478261
k278,Male,2016,Konjsko,6.535519126
k683,Male,2016,Konjsko,5.444444444
k669,Male,2016,Konjsko,5.865921788
k295,Male,2016,Konjsko,6.174157303
k670,Male,2016,Konjsko,5.971428571
k415,Male,2016,Konjsko,5.803468208
k666,Male,2016,Konjsko,5.529069767
k392,Male,2016,Konjsko,5.926829268
k678,Male,2016,Konjsko,5.564102564
k263,Male,2016,Konjsko,4.896103896
k320,Male,2016,Konjsko,4.881578947
k677,Male,2016,Konjsko,4.821192053
k452,Male,2016,Konjsko,4.9
k627,Male,2016,Konjsko,7.36097561
k638,Male,2016,Konjsko,8.02970297
k409,Male,2016,Konjsko,8.035353535
k421,Male,2016,Konjsko,7.347368421
k294,Male,2016,Konjsko,7.14973262
k405,Male,2016,Konjsko,7.311827957
k114,Male,2016,Konjsko,5.875
k195,Male,2016,Konjsko,7.360655738
k441,Male,2016,Konjsko,6.631868132
k642,Male,2016,Konjsko,7.32967033
k653,Male,2016,Konjsko,6.839779006
k628,Male,2016,Konjsko,6.972222222
k652,Male,2016,Konjsko,6.55
k174,Male,2016,Konjsko,6.368715084
k433,Male,2016,Konjsko,7.264044944
k385,Male,2016,Konjsko,5.683908046
k552,Male,2016,Konjsko,6.304597701
k394,Male,2016,Konjsko,6.144508671
k625,Male,2016,Konjsko,5.788235294
k641,Male,2016,Konjsko,5.775147929
k296,Male,2016,Konjsko,6
k629,Male,2016,Konjsko,5.93902439
k633,Male,2016,Konjsko,6.097560976
k651,Male,2016,Konjsko,5.603773585
k323,Male,2016,Konjsko,5.449367089
k659,Male,2016,Konjsko,5.202531646
k661,Male,2016,Konjsko,5.333333333
k591,Male,2016,Konjsko,7.98019802
k409,Male,2016,Konjsko,8.065326633
k133,Male,2016,Konjsko,8.005319149
k276,Male,2016,Konjsko,7.5
k383,Male,2016,Konjsko,6.935135135
k174,Male,2016,Konjsko,6.825842697
k581,Male,2016,Konjsko,6.870786517
k246,Male,2016,Konjsko,6.706214689
k576,Male,2016,Konjsko,6.723163842
k585,Male,2016,Konjsko,6.307692308
k575,Male,2016,Konjsko,5.801242236
k371,Male,2016,Konjsko,4.966887417
k89,Female,2016,Konjsko,11.41666667
k408,Female,2016,Konjsko,8.934579439
k668,Female,2016,Konjsko,9.231884058
k2,Female,2016,Konjsko,8.671568627
k262,Female,2016,Konjsko,8.330864198
k275,Female,2016,Konjsko,9.865
k157,Female,2016,Konjsko,8.768844221
k667,Female,2016,Konjsko,8.32160804
k167,Female,2016,Konjsko,8.056847545
k674,Female,2016,Konjsko,7.197860963
k684,Female,2016,Konjsko,6.961748634
k124,Female,2016,Konjsko,7.258241758
k676,Female,2016,Konjsko,7.524861878
k673,Female,2016,Konjsko,5.790123457
k173,Female,2016,Konjsko,5.813664596
k299,Female,2016,Konjsko,8.695238095
k639,Female,2016,Konjsko,8.857142857
k649,Female,2016,Konjsko,8.927536232
k634,Female,2016,Konjsko,9.48019802
k635,Female,2016,Konjsko,8.267326733
k419,Female,2016,Konjsko,7.94
k449,Female,2016,Konjsko,8.275
k79,Female,2016,Konjsko,7.557788945
k166,Female,2016,Konjsko,7.904040404
k455,Female,2016,Konjsko,8.313131313
k626,Female,2016,Konjsko,7.646464646
k475,Female,2016,Konjsko,8.744897959
k444,Female,2016,Konjsko,7.581151832
k640,Female,2016,Konjsko,7.542105263
k461,Female,2016,Konjsko,7.285714286
k663A,Female,2016,Konjsko,7.052910053
k660,Female,2016,Konjsko,7.605555556
k654,Female,2016,Konjsko,6.670391061
k662,Female,2016,Konjsko,6.95505618
k658,Female,2016,Konjsko,7
k368,Female,2016,Konjsko,7.892045455
k139,Female,2016,Konjsko,5.747126437
k637,Female,2016,Konjsko,7.092485549
k644,Female,2016,Konjsko,6.117283951
k446,Female,2016,Konjsko,5.643312102
k590,Female,2016,Konjsko,10.85232068
k611,Female,2016,Konjsko,10.07391304
k587,Female,2016,Konjsko,10.42222222
k438,Female,2016,Konjsko,10.08108108
k612,Female,2016,Konjsko,9.135746606
k623,Female,2016,Konjsko,9.41588785
k214,Female,2016,Konjsko,9.363207547
k588,Female,2016,Konjsko,9.099526066
k593,Female,2016,Konjsko,9.170616114
k624,Female,2016,Konjsko,9.172248804
k232,Female,2016,Konjsko,9.245192308
k605,Female,2016,Konjsko,8.432692308
k507,Female,2016,Konjsko,8.594059406
k604,Female,2016,Konjsko,8.115
k570,Female,2016,Konjsko,8.904522613
k622,Female,2016,Konjsko,8.909547739
k165,Female,2016,Konjsko,8.171717172
k578,Female,2016,Konjsko,8.429292929
k582,Female,2016,Konjsko,8.170103093
k160,Female,2016,Konjsko,7.331606218
k572,Female,2016,Konjsko,7.25388601
k573,Female,2016,Konjsko,7.70984456
k589,Female,2016,Konjsko,7.347150259
k583,Female,2016,Konjsko,7.445026178
k614,Female,2016,Konjsko,7.759162304
k97,Female,2016,Konjsko,7.336842105
k285,Female,2016,Konjsko,9.223404255
k613,Female,2016,Konjsko,7.365591398
k594,Female,2016,Konjsko,8.175824176
k9,Female,2016,Konjsko,7.563535912
k621,Female,2016,Konjsko,6.850574713
k574,Female,2016,Konjsko,6.55952381
k426,Female,2016,Konjsko,6.31097561
k580,Female,2016,Konjsko,6.871165644
k579,Female,2016,Konjsko,5.803921569
k584,Female,2016,Konjsko,5.633986928
k685,Female,2016,Konjsko,8.28708134
k215,Female,2016,Konjsko,9.573529412
k454,Female,2016,Konjsko,8.169154229
k410,Female,2016,Konjsko,7.989690722
k546,Male,2016,Konjsko,8
k350,Male,2016,Konjsko,7.845771144
k317,Male,2016,Konjsko,7.675257732
k558,Male,2016,Konjsko,7.544041451
k8,Male,2016,Konjsko,7.890625
k547,Male,2016,Konjsko,7.706806283
k48,Male,2016,Konjsko,7.458885942
k476,Male,2016,Konjsko,7.570291777
k520,Male,2016,Konjsko,7.574123989
k133,Male,2016,Konjsko,7.880434783
k117,Male,2016,Konjsko,6.732891832
k423,Male,2016,Konjsko,6.447513812
k174,Male,2016,Konjsko,6.52247191
k473,Male,2016,Konjsko,6.634285714
k542,Male,2016,Konjsko,6.315186246
k7,Male,2016,Konjsko,5.965417867
k561,Male,2016,Konjsko,6.78962536
k176,Male,2016,Konjsko,6.537572254
k487,Male,2016,Konjsko,6.994219653
k533,Male,2016,Konjsko,6.202312139
k545,Male,2016,Konjsko,6.612716763
k71,Male,2016,Konjsko,6.25
k517,Male,2016,Konjsko,5.448680352
k211,Male,2016,Konjsko,6.194117647
k521,Male,2016,Konjsko,5.688235294
k552,Male,2016,Konjsko,5.976261128
k80,Male,2016,Konjsko,5.81547619
k540,Male,2016,Konjsko,5.898507463
k4,Male,2016,Konjsko,5.63963964
k375,Male,2016,Konjsko,5.963855422
k467,Male,2016,Konjsko,6.024242424
k566,Male,2016,Konjsko,6.037037037
k538,Male,2016,Konjsko,5.529411765
k474,Male,2016,Konjsko,5.943037975
k550,Male,2016,Konjsko,4.469453376
k103,Female,2016,Konjsko,11.24892704
k203,Female,2016,Konjsko,10.10434783
k526,Female,2016,Konjsko,9.605263158
k543,Female,2016,Konjsko,10.09649123
k414,Female,2016,Konjsko,10.48648649
k512,Female,2016,Konjsko,10.10454545
k492,Female,2016,Konjsko,10.62385321
k514,Female,2016,Konjsko,9.19266055
k342,Female,2016,Konjsko,9.301149425
k525,Female,2016,Konjsko,7.793103448
k424,Female,2016,Konjsko,9.511520737
k509,Female,2016,Konjsko,10.39631336
k6,Female,2016,Konjsko,9.097222222
k401,Female,2016,Konjsko,10.10232558
k386,Female,2016,Konjsko,8.50117096
k96,Female,2016,Konjsko,8.680751174
k489,Female,2016,Konjsko,9.235849057
k516,Female,2016,Konjsko,8.514150943
k214,Female,2016,Konjsko,9.061611374
k357,Female,2016,Konjsko,8.795238095
k470,Female,2016,Konjsko,9.333972209
k326,Female,2016,Konjsko,9.213429257
k310,Female,2016,Konjsko,9.180722892
k50,Female,2016,Konjsko,9.449275362
k469,Female,2016,Konjsko,9.1352657
k515,Female,2016,Konjsko,9.057971014
k544,Female,2016,Konjsko,8.305084746
k536,Female,2016,Konjsko,9.315533981
k118,Female,2016,Konjsko,9.190243902
k485,Female,2016,Konjsko,9.014634146
k491,Female,2016,Konjsko,8.809756098
k531,Female,2016,Konjsko,8.726829268
k74,Female,2016,Konjsko,9.421568627
k480,Female,2016,Konjsko,8.761670762
k535,Female,2016,Konjsko,8.643734644
k477,Female,2016,Konjsko,7.36453202
k511,Female,2016,Konjsko,8.463054187
k567,Female,2016,Konjsko,8.349753695
k112,Female,2016,Konjsko,8.395061728
k172,Female,2016,Konjsko,8.95049505
k260,Female,2016,Konjsko,8.445544554
k479,Female,2016,Konjsko,8.089108911
k258,Female,2016,Konjsko,9.022332506
k519,Female,2016,Konjsko,8.322580645
k488,Female,2016,Konjsko,9.114427861
k496,Female,2016,Konjsko,7.905472637
k356,Female,2016,Konjsko,8.408977556
k277,Female,2016,Konjsko,7.97
k513,Female,2016,Konjsko,10.46
k482,Female,2016,Konjsko,9.127819549
k455,Female,2016,Konjsko,8.804020101
k522,Female,2016,Konjsko,8.859296482
k560,Female,2016,Konjsko,8.085427136
k562,Female,2016,Konjsko,9.889447236
k556,Female,2016,Konjsko,7.335012594
k529,Female,2016,Konjsko,7.97979798
k537,Female,2016,Konjsko,7.621212121
k534,Female,2016,Konjsko,7.711392405
k559,Female,2016,Konjsko,8.658227848
k478,Female,2016,Konjsko,8.629441624
k483,Female,2016,Konjsko,8.964467005
k507,Female,2016,Konjsko,8.131979695
k475,Female,2016,Konjsko,8.407124682
k565,Female,2016,Konjsko,7.852040816
k548,Female,2016,Konjsko,7.733333333
k549,Female,2016,Konjsko,8.456410256
k551,Female,2016,Konjsko,7.58974359
k162,Female,2016,Konjsko,8.159793814
k73,Female,2016,Konjsko,7.720207254
k280,Female,2016,Konjsko,7.088082902
k384,Female,2016,Konjsko,7.875647668
k484,Female,2016,Konjsko,7.942708333
k554,Female,2016,Konjsko,7.385416667
k209,Female,2016,Konjsko,8.125326371
k486,Female,2016,Konjsko,7.853403141
k354,Female,2016,Konjsko,7.851851852
k508,Female,2016,Konjsko,8.026595745
k90,Female,2016,Konjsko,8.176
k539,Female,2016,Konjsko,7.47311828
k468,Female,2016,Konjsko,7.41639698
k206,Female,2016,Konjsko,6.788043478
k197,Female,2016,Konjsko,6.756906077
k347,Female,2016,Konjsko,7.005524862
k541,Female,2016,Konjsko,6.424581006
k564,Female,2016,Konjsko,7.213483146
k139,Female,2016,Konjsko,6.38150289
k142,Female,2016,Konjsko,5.533527697
k524,Female,2016,Konjsko,6.035087719
k530,Female,2016,Konjsko,6.25443787
k563,Female,2016,Konjsko,7.485207101
k425,Female,2016,Konjsko,5.623376623
k350,Male,2017,Konjsko,7.366336634
k705,Male,2017,Konjsko,7.552083333
k476,Male,2017,Konjsko,7.157894737
k708,Male,2017,Konjsko,6.612466125
k692,Male,2017,Konjsko,6.93442623
k195,Male,2017,Konjsko,7.087912088
k653,Male,2017,Konjsko,6.629834254
k174,Male,2017,Konjsko,6.438202247
k473,Male,2017,Konjsko,6.5
k561,Male,2017,Konjsko,6.751445087
k625,Male,2017,Konjsko,5.812865497
k443,Male,2017,Konjsko,6.282352941
k691,Male,2017,Konjsko,6.053412463
k158,Male,2017,Konjsko,5.119047619
k709,Male,2017,Konjsko,5.976190476
k707,Male,2017,Konjsko,6.56969697
k693,Male,2017,Konjsko,5.602484472
k696,Male,2017,Konjsko,5.362776025
k698,Male,2017,Konjsko,5.215189873
k706,Male,2017,Konjsko,5.070967742
k203,Female,2017,Konjsko,9.630252101
k587,Female,2017,Konjsko,10.760181
k492,Female,2017,Konjsko,10.21461187
k687,Female,2017,Konjsko,9.11778291
k15,Female,2017,Konjsko,9.592592593
k6,Female,2017,Konjsko,8.981132075
k593,Female,2017,Konjsko,8.966824645
k343,Female,2017,Konjsko,8.173076923
k699,Female,2017,Konjsko,8.875
k469,Female,2017,Konjsko,9.195180723
k668,Female,2017,Konjsko,9.019417476
k215,Female,2017,Konjsko,8.819512195
k488,Female,2017,Konjsko,8.6
k686,Female,2017,Konjsko,7.941031941
k485,Female,2017,Konjsko,8.714285714
k262,Female,2017,Konjsko,8.07
k511,Female,2017,Konjsko,8.215
k522,Female,2017,Konjsko,8.618090452
k157,Female,2017,Konjsko,8.52020202
k455,Female,2017,Konjsko,8.585858586
k75,Female,2017,Konjsko,8.203045685
k381,Female,2017,Konjsko,7.385786802
k484,Female,2017,Konjsko,7.705583756
k298,Female,2017,Konjsko,7.594871795
k582,Female,2017,Konjsko,7.649484536
k690,Female,2017,Konjsko,7.704663212
k695,Female,2017,Konjsko,7.567708333
k710,Female,2017,Konjsko,7.411458333
k359,Female,2017,Konjsko,7.785340314
k554,Female,2017,Konjsko,7.020942408
k712,Female,2017,Konjsko,7.438502674
k703,Female,2017,Konjsko,7.119565217
k402,Female,2017,Konjsko,6.322404372
k711,Female,2017,Konjsko,7.453551913
k9,Female,2017,Konjsko,7.236263736
k99,Female,2017,Konjsko,6.662921348
k796,Male,2017,Konjsko,8.538461538
k546,Male,2017,Konjsko,8.024509804
k361,Male,2017,Konjsko,8.206896552
k638,Male,2017,Konjsko,8.288557214
k770,Male,2017,Konjsko,8.68159204
k789,Male,2017,Konjsko,8.24
k97,Male,2017,Konjsko,8.035353535
k97,Male,2017,Konjsko,7.308080808
k793,Male,2017,Konjsko,7.730964467
k842,Male,2017,Konjsko,7.618556701
k156,Male,2017,Konjsko,7.307291667
k421,Male,2017,Konjsko,7.539267016
k869,Male,2017,Konjsko,6.842931937
k48,Male,2017,Konjsko,7.578947368
k851,Male,2017,Konjsko,7.352631579
k380,Male,2017,Konjsko,7.835106383
k782,Male,2017,Konjsko,7.319148936
k383,Male,2017,Konjsko,5.898395722
k405,Male,2017,Konjsko,8.106951872
k764,Male,2017,Konjsko,7.721925134
k708,Male,2017,Konjsko,7.182795699
k294,Male,2017,Konjsko,7.437837838
k841,Male,2017,Konjsko,6.637837838
k49,Male,2017,Konjsko,6.717391304
k441,Male,2017,Konjsko,6.815217391
k447,Male,2017,Konjsko,7.032608696
k723,Male,2017,Konjsko,7.032608696
k819,Male,2017,Konjsko,6.679347826
k884,Male,2017,Konjsko,6.858695652
k757,Male,2017,Konjsko,7.103825137
k843,Male,2017,Konjsko,6.628415301
k164,Male,2017,Konjsko,6.675824176
k423,Male,2017,Konjsko,6.593406593
k119,Male,2017,Konjsko,7.525139665
k628,Male,2017,Konjsko,7.240223464
k777,Male,2017,Konjsko,6.25698324
k798,Male,2017,Konjsko,5.938547486
k433,Male,2017,Konjsko,7.528089888
k521,Male,2017,Konjsko,6.533707865
k855,Male,2017,Konjsko,7.382022472
k246,Male,2017,Konjsko,7.016949153
k345,Male,2017,Konjsko,7.553672316
k853,Male,2017,Konjsko,6.214689266
k5,Male,2017,Konjsko,6.982954545
k267,Male,2017,Konjsko,7.76
k542,Male,2017,Konjsko,6.468571429
k552,Male,2017,Konjsko,6.754285714
k666,Male,2017,Konjsko,5.988505747
k781,Male,2017,Konjsko,5.724137931
k585,Male,2017,Konjsko,6.150289017
k737,Male,2017,Konjsko,7.080924855
k393,Male,2017,Konjsko,5.610465116
k733,Male,2017,Konjsko,6.372093023
k81,Male,2017,Konjsko,6.175438596
k625,Male,2017,Konjsko,6.198830409
k691,Male,2017,Konjsko,5.994152047
k745,Male,2017,Konjsko,5.602339181
k211,Male,2017,Konjsko,6.352941176
k179,Male,2017,Konjsko,6.313609467
k369,Male,2017,Konjsko,6.392857143
k707,Male,2017,Konjsko,6.692537313
k747,Male,2017,Konjsko,5.724550898
k80,Male,2017,Konjsko,6
k792,Male,2017,Konjsko,5.506024096
k538,Male,2017,Konjsko,5.981818182
k629,Male,2017,Konjsko,6.121212121
k815,Male,2017,Konjsko,5.981818182
k813,Male,2017,Konjsko,5.902439024
k659,Male,2017,Konjsko,5.62962963
k759,Male,2017,Konjsko,6.135802469
k822,Male,2017,Konjsko,6.388888889
k494B,Male,2017,Konjsko,5.97515528
k696,Male,2017,Konjsko,5.670807453
k740,Male,2017,Konjsko,5.844720497
k428,Male,2017,Konjsko,5.36875
k755,Male,2017,Konjsko,5.79245283
k378,Male,2017,Konjsko,5.866242038
k263,Male,2017,Konjsko,5.455128205
k718,Male,2017,Konjsko,5.33974359
k320,Male,2017,Konjsko,5.227272727
k786,Male,2017,Konjsko,5.519480519
k816,Male,2017,Konjsko,5.5
k677,Male,2017,Konjsko,5.31372549
k452,Male,2017,Konjsko,5.36
k887,Female,2017,Konjsko,7.962566845
k831,Female,2017,Konjsko,10.08547009
k67,Female,2017,Konjsko,11.09130435
k341,Female,2017,Konjsko,9.217391304
k797,Female,2017,Konjsko,9.385650224
k438,Female,2017,Konjsko,10.03153153
k509,Female,2017,Konjsko,9.977375566
k769,Female,2017,Konjsko,9.909090909
k138,Female,2017,Konjsko,10.07762557
k837,Female,2017,Konjsko,8.876712329
k342,Female,2017,Konjsko,9.366972477
k339,Female,2017,Konjsko,10.08294931
k15,Female,2017,Konjsko,9.74537037
k344,Female,2017,Konjsko,9.425925926
k807,Female,2017,Konjsko,9.458333333
k41,Female,2017,Konjsko,9.027906977
k849,Female,2017,Konjsko,9.018604651
k96,Female,2017,Konjsko,9.088785047
k408,Female,2017,Konjsko,9.065420561
k202,Female,2017,Konjsko,8.85915493
k257,Female,2017,Konjsko,8.600938967
k376,Female,2017,Konjsko,8.41314554
k766,Female,2017,Konjsko,8.746478873
k877,Female,2017,Konjsko,8.568075117
k144,Female,2017,Konjsko,9.976415094
k516,Female,2017,Konjsko,8.400943396
k761,Female,2017,Konjsko,8.683962264
k839,Female,2017,Konjsko,9.509433962
k846,Female,2017,Konjsko,9.825471698
k876,Female,2017,Konjsko,9.169811321
k3,Female,2017,Konjsko,8.199052133
k866,Female,2017,Konjsko,9.597156398
k326,Female,2017,Konjsko,9.104761905
k357,Female,2017,Konjsko,8.323809524
k699,Female,2017,Konjsko,9.39047619
k715,Female,2017,Konjsko,8.085714286
k847,Female,2017,Konjsko,8.461904762
k395,Female,2017,Konjsko,8.531100478
k634,Female,2017,Konjsko,9.172248804
k314,Female,2017,Konjsko,9.3125
k340,Female,2017,Konjsko,8.429951691
k823,Female,2017,Konjsko,9.942028986
k491,Female,2017,Konjsko,8.970873786
k716,Female,2017,Konjsko,9.237864078
k801,Female,2017,Konjsko,9.286407767
k829,Female,2017,Konjsko,8.674757282
k886,Female,2017,Konjsko,8.888349515
k567,Female,2017,Konjsko,7.951219512
k848,Female,2017,Konjsko,8.47804878
k882,Female,2017,Konjsko,8.692682927
k686,Female,2017,Konjsko,8.102941176
k735,Female,2017,Konjsko,9.12254902
k748,Female,2017,Konjsko,8.676470588
k865,Female,2017,Konjsko,9.37745098
k883,Female,2017,Konjsko,9.348039216
k258,Female,2017,Konjsko,9.512315271
k454,Female,2017,Konjsko,8.81773399
k743,Female,2017,Konjsko,8.678217822
k519,Female,2017,Konjsko,8.208955224
k867,Female,2017,Konjsko,8.497512438
k872,Female,2017,Konjsko,8.577114428
k874,Female,2017,Konjsko,8.970149254
k212,Female,2017,Konjsko,7.565
k356,Female,2017,Konjsko,8.185
k435,Female,2017,Konjsko,8.07
k459,Female,2017,Konjsko,8.135
k560,Female,2017,Konjsko,8.485
k756,Female,2017,Konjsko,8.865
k13,Female,2017,Konjsko,8.100502513
k163,Female,2017,Konjsko,7.783919598
k626,Female,2017,Konjsko,7.804020101
k714,Female,2017,Konjsko,7.823232323
k725,Female,2017,Konjsko,8.01010101
k285,Female,2017,Konjsko,9.482233503
k835,Female,2017,Konjsko,8.578680203
k162,Female,2017,Konjsko,8.204081633
k167,Female,2017,Konjsko,7.760204082
k787,Female,2017,Konjsko,7.693877551
k863,Female,2017,Konjsko,9.066326531
k553B,Female,2017,Konjsko,7.508951407
k272,Female,2017,Konjsko,8.107692308
k417,Female,2017,Konjsko,7.825641026
k522,Female,2017,Konjsko,9.405128205
k719,Female,2017,Konjsko,7.984615385
k209,Female,2017,Konjsko,7.886597938
k384,Female,2017,Konjsko,7.948453608
k398,Female,2017,Konjsko,7.891752577
k407,Female,2017,Konjsko,8.154639175
k663A,Female,2017,Konjsko,7.948453608
k878,Female,2017,Konjsko,7.927835052
k38,Female,2017,Konjsko,8.202072539
k746,Female,2017,Konjsko,9.21761658
k840,Female,2017,Konjsko,7.010362694
k860,Female,2017,Konjsko,7.792746114
k444,Female,2017,Konjsko,7.802083333
k717,Female,2017,Konjsko,9.130208333
k824,Female,2017,Konjsko,8.015625
k297,Female,2017,Konjsko,7.816753927
k854,Female,2017,Konjsko,7.711286089
k695,Female,2017,Konjsko,7.789473684
k873,Female,2017,Konjsko,8.089473684
k448,Female,2017,Konjsko,7.746031746
k684,Female,2017,Konjsko,7.052910053
k858,Female,2017,Konjsko,7.386243386
k805,Female,2017,Konjsko,7.436170213
k335,Female,2017,Konjsko,7.79144385
k402,Female,2017,Konjsko,6.823529412
k844,Female,2017,Konjsko,7.614973262
k468,Female,2017,Konjsko,7.698924731
k799,Female,2017,Konjsko,8.064516129
k724,Female,2017,Konjsko,7.037837838
k750,Female,2017,Konjsko,8.081081081
k810,Female,2017,Konjsko,7.464864865
k302,Female,2017,Konjsko,8.114130435
k372,Female,2017,Konjsko,7.135869565
k825,Female,2017,Konjsko,7.048913043
k828,Female,2017,Konjsko,7.152173913
k197,Female,2017,Konjsko,7.147540984
k524,Female,2017,Konjsko,7.098360656
k676,Female,2017,Konjsko,7.510989011
k738,Female,2017,Konjsko,7.549450549
k881,Female,2017,Konjsko,7.549450549
k9,Female,2017,Konjsko,7.359116022
k845,Female,2017,Konjsko,6.629834254
k142,Female,2017,Konjsko,6.611111111
k153,Female,2017,Konjsko,6.933333333
k852,Female,2017,Konjsko,7.134078212
k814,Female,2017,Konjsko,6.511494253
k457,Female,2017,Konjsko,6.784883721
k774,Female,2017,Konjsko,6.686046512
k722,Female,2017,Konjsko,7.169590643
k861,Female,2017,Konjsko,6.678362573
k834,Female,2017,Konjsko,6.307692308
k377,Female,2017,Konjsko,6.226190476
k821,Female,2017,Konjsko,6.785714286
k859,Female,2017,Konjsko,6.304347826
k412,Female,2017,Konjsko,6.36875
k446,Female,2017,Konjsko,5.1875
k785,Female,2017,Konjsko,5.859872611
k856,Female,2017,Konjsko,5.582781457
k789,Male,2018,Konjsko,8.36
k905,Male,2018,Konjsko,8.567839196
k842,Male,2018,Konjsko,7.974093264
k94,Male,2018,Konjsko,7.853403141
k133,Male,2018,Konjsko,7.723404255
k884,Male,2018,Konjsko,7.179347826
k683,Male,2018,Konjsko,5.918032787
k345,Male,2018,Konjsko,7.638888889
k855,Male,2018,Konjsko,7.292134831
k246,Male,2018,Konjsko,6.875706215
k415,Male,2018,Konjsko,6.44
k517,Male,2018,Konjsko,6.422857143
k737,Male,2018,Konjsko,6.788571429
k5,Male,2018,Konjsko,7.33908046
k709,Male,2018,Konjsko,6.936046512
k453,Male,2018,Konjsko,6.590643275
k389,Male,2018,Konjsko,6.023529412
k538,Male,2018,Konjsko,5.690909091
k822,Male,2018,Konjsko,6.382716049
k371,Male,2018,Konjsko,5.165605096
k896,Male,2018,Konjsko,5.318471338
k909,Female,2018,Konjsko,9.708154506
k67,Female,2018,Konjsko,11.03478261
k797,Female,2018,Konjsko,9.491304348
k587,Female,2018,Konjsko,10.36725664
k388,Female,2018,Konjsko,9.95045045
k492,Female,2018,Konjsko,10.80090498
k514,Female,2018,Konjsko,9.2760181
k907,Female,2018,Konjsko,9.281818182
k910,Female,2018,Konjsko,10.13636364
k897,Female,2018,Konjsko,10.18721461
k339,Female,2018,Konjsko,10.12844037
k912,Female,2018,Konjsko,9.866972477
k489,Female,2018,Konjsko,9.238317757
k903,Female,2018,Konjsko,9.200934579
k516,Female,2018,Konjsko,8.471698113
k593,Female,2018,Konjsko,9.136792453
k908,Female,2018,Konjsko,10.04716981
k40,Female,2018,Konjsko,8.914691943
k513,Female,2018,Konjsko,10.21428571
k911,Female,2018,Konjsko,8.8
